address,area,city,hotel_description,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,room_facilities,state
"Dugri Road, Ludhiana",Dugri Road,Ludhiana,"The Celebrations Guest House is a business class guest house, offers complete stay options and an extended range of super luxurious services to the guests.",Travel:Travel Desk|Personal Services:24 Hour Front Desk|Laundry|Room Service|Basics:Non-Smoking Rooms|Interconnecting Rooms|Doorman|Express Check-Out|Housekeeping|Doctor on Call|Hotel Amenities:24-Hour Security|No Category:Front Desk,1 Star hotel,30.87575243,75.8449938,Celebrations Guest House,Guest House,Television | Telephone | Private Bathroom | Refrigerator Flat Screen Television | Satellite Television,Punjab
"3/117, Patrakarpuram, vinay khand , Near Aryan & Orange Spagomti nagar",Gomti Nagar,Lucknow,"OYO Rooms Vidhayak Puram treats one with relaxing rooms and contemporary amenities for a relaxed stay. Additionally, guests can check out some of the popular places of interest located close to the hotel.",Basics:Internet|Interconnecting Rooms|Doorman|Housekeeping|Complimentary Wi-Fi access|24 Hour Power Supply|Personal Services:24 Hour Front Desk|Room Service|Laundry|Dry Cleaning|Recreation:Gym|Spa|Travel:Parking|Hotel Amenities:24-Hour Security|Business Services:Meeting Room|Fax|Photocopy,3 Star hotel,26.855901,81.001256,OYO Rooms Vidhayak Puram,,Air Conditioning| Television| Room Heater | Wardrobe | Bathtub Intercom Flat Screen Television Jacuzzi Satellite Television | Wake-Up Call Service | Private Bathroom,UttarPradesh
"G.T Road , Near Clock Tower",Clock Tower-Near Railway Station,Ludhiana,"With well appointed rooms and good service, Hotel Hallmark Regency is a decent budget hotel close to some city's attractions.",Basics:Internet|Adjoining Rooms|Doorman|Express Check-In|Express Check-Out|Housekeeping|Wi-Fi on Charge|Doctor on Call|Food &amp; Beverage:Restaurant|Travel:Travel Desk|Parking|Personal Services:24 Hour Front Desk|Laundry|Room Service|Hotel Amenities:24-Hour Security|No Category:Front Desk,3 Star hotel,30.9175321,75.8483137,Hotel Hallmark Regency,Hotel,Air Conditioning| Television | Telephone | Bedside Lamp Toiletries Hangers In-Room Menu Laundry Bag | Table Lamp | Private Bathroom Luggage Rack | Writing Desk / Study Table,Punjab
"Brown Road , Near Luxmi Cinema",Clock Tower-Near Railway Station,Ludhiana,"Hotel Abhishek, Ludhiana, is conveniently accessible by all modes of transportation. This simple accommodation with serene ambience ensures a peaceful stay.",Travel:Travel Desk|Parking|Free Parking|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Hotel Amenities:24-Hour Security|Basics:Adjoining Rooms|Doorman|Express Check-In|Express Check-Out|Housekeeping|Doctor on Call|No Category:Front Desk,2 Star hotel,30.91135,75.851972,Hotel Abhishek,Hotel,Television | Air Conditioning | Private Bathroom Luggage Rack | Writing Desk / Study Table | Refrigerator Bedside Lamp Flat Screen Television Mirror Hangers In-Room Menu Laundry Bag Rollaway Bed Satellite Television | Table Lamp,Punjab
Conifer Chalet Jiya Village Bhunter Town. NH- 21 Kullu Manali Road District Kullu,Bhuntar,Kullu,"Overlooking valleys and lush greenery, V Resort with its chalet style accommodations and peaceful ambience offers a restful and relaxed stay in Kullu. This resort is a perfect getaway from the chaos of city life.",Food &amp; Beverage:Restaurant|Travel:Travel Desk|Parking|Transportation Service|Personal Services:24 Hour Front Desk|Laundry|Room Service|Basics:Air Conditioning|Doorman|Housekeeping|Doctor on Call|24 Hour Power Supply|Hotel Amenities:24-Hour Security|Recreation:Activity Centre,3 Star hotel,31.883609,77.148105,V Resort Kullu,Resort,Television | Telephone | Toiletries | Windows Open | Private Bathroom Balcony / Sit Out Area | Luggage Rack,HimachalPradesh
"BG-01, Sec-II, Salt Lake City",Salt Lake Sector 2,Kolkata,"Rossa Guest House, Kolkata is modestly designed with elegance and simplicity providing the guests an abode of comfort. The fine fusion of contemporary settings and graceful dcor compliments the modern infrastructure. This tastefully designed residence possesses calm ambience and offers peaceful atmosphere to stay. LocationThe hotel is located near Baishakhi, Kolkata. It provides hassle free access to places like Park Street 12 km (approx.), Howrah Bridge 11 km (approx.), Kalighat 15 km (approx.), Victoria Memorial 14 km (approx.), Eden Gardens 12 km (approx.), Kolkata Metro 10 km (approx.) and Botanical Garden 20 km (approx.). Netaji Subhash Chandra Bose International Airport- 14 km (approx.)Howrah Railway Station- 12 km (approx.)Karunamoyee Bus Stand- 2 km (approx.)FacilitiesSome noteworthy services provided by the hotel include 24 hour room service, airport transfer, car parking, laundry, meeting services and free Wi-Fi access. The competent room service staff caters to the needs of the guests round the clock. Free Wi-Fi access in rooms and premises as well keeps the travelers connected to their loved ones. Airport transfer makes commuting hassle free for tourists. RoomsThe hotel offers Deluxe rooms. Each room possesses its own unique look with different curtains, settings and wooden cupboards. They are well furnished, well ventilated and comfortable. Amenities like LCD TV or plasma TV, AC, free Wi-Fi and newspaper are available. The western washrooms of the rooms equipped with latest bathroom furnishings.",Basics:Housekeeping|Air Conditioning|Internet|Complimentary Wi-Fi access|Doctor on Call|Personal Services:24 Hour Room Service|Room Service,2 Star hotel,22.59640896,88.42282854,Rossa BG 01,,Air Conditioning | Television | Private Bathroom | Toiletries | Free Wi-Fi,WestBengal
Skara,Skara Village,Leh,"Hotel Caravan Centre, Leh is set amidst the rural ambience of Skara, a part of Leh town. The hotel is built in the traditional architectural style of Ladakh and is nestled amidst scenic surroundings overlooked by the Stok Khangri range of the Himalayas. It is perfect for families to experience the serene atmosphere and enjoy a tranquil time. Location: Hotel Caravan Centre is located at Skara Village in Leh. Guests must visit Leh Palace (Approx. 3km) and Guru Lhakhang (Approx.3km) during their stay at the hotel. Leh Palace was built by King Sengge Namgyal in the 17th century, but was later abandoned when Dogra forces took control of Ladakh in the mid-19th century. From the roof of this palace, tourists can have an aerial view of the Leh Valley. Other interesting destinations include Pangong Lake, Hemis Monastery and Stok Palace Museum. Distance from Kushok Bakula Rimpochhe Airport: Approx. 3km Distance from Bus Stand JK SRTC: Approx. 2kmHotel Features: Hotel Caravan Centre offers a blend of leisure and business facilities to ensure convenience at all times. 24 hour room service, front desk, security, daily housekeeping, internet, parking, travel desk and doctor-on-call are the essential amenities provided by the hotel for an easy stay. It also provides car rental and trekking tour facilities on request. Additionally, guests on business trip can also avail conference hall equipped with audio-visual settings and LCD/Projector for corporate events and meetings. The in-house restaurant serves mouth- watering delicacies which must be savoured by the guests during the stay. Rooms: Guests are offered superior room, deluxe suite, junior suite and deluxe room as accommodation options. Cosy and inviting, these rooms are replete with fine furnishings and a warm aura. These rooms feature amenities like colour television and telephone, to make the stay truly convenient and stress-free.",Basics:Internet|Doctor on Call|Food &amp; Beverage:Restaurant|Travel:Travel Desk|Parking|Free Parking|Porter|Transportation Service|Personal Services:24 Hour Room Service|Laundry|Room Service|No Category:Conference facilities|Free Newspaper|Front Desk|Hairdryers|Phone Service|Business Services:Audio Visual Equipment|LCD / Projector|Meeting Facility,3 Star hotel,34.149986,77.569297,Hotel Caravan Center,Hotel,Telephone| Television | Mini Bar | Hair Dryer Mineral Water Toiletries Intercom Flat Screen Television | Laundry Bag | Private Bathroom,JammuandKashmir
"BJ,SEC-II,SALT LAKE CITY",Salt Lake Sector 2,Kolkata,"Rossa Guest House, Kolkata is modestly designed with elegance and simplicity providing the guests an abode of comfort. The fine fusion of contemporary settings and graceful dcor compliments the modern infrastructure. This tastefully designed residence possesses calm ambience and offers peaceful atmosphere to stay. LocationThe hotel is located near Baishakhi, Kolkata. It provides hassle free access to places like Park Street 12 km (approx.), Howrah Bridge 11 km (approx.), Kalighat 15 km (approx.), Victoria Memorial 14 km (approx.), Eden Gardens 12 km (approx.), Kolkata Metro 10 km (approx.) and Botanical Garden 20 km (approx.). Netaji Subhash Chandra Bose International Airport- 14 km (approx.)Howrah Railway Station- 12 km (approx.)Karunamoyee Bus Stand- 2 km (approx.)FacilitiesSome noteworthy services provided by the hotel include 24 hour room service, airport transfer, car parking, laundry, meeting services and free Wi-Fi access. The competent room service staff caters to the needs of the guests round the clock. Free Wi-Fi access in rooms and premises as well keeps the travelers connected to their loved ones. Airport transfer makes commuting hassle free for tourists. RoomsThe hotel offers Deluxe rooms. Each room possesses its own unique look with different curtains, settings and wooden cupboards. They are well furnished, well ventilated and comfortable. Amenities like LCD TV or plasma TV, AC, free Wi-Fi and newspaper are available. The western washrooms of the rooms equipped with latest bathroom furnishings.",Basics:Housekeeping|Air Conditioning|Internet|Complimentary Wi-Fi access|Doctor on Call|Personal Services:Laundry|Room Service|Hotel Amenities:24-Hour Security,2 Star hotel,22.59152416,88.42541382,Rossa BJ,,Air Conditioning | Television | Ceiling Fan Toiletries | Free Wi-Fi,WestBengal
"M.C.Road, Ettumanoor, Kottayam Dist",M.C.Road,Kottayam,"Nestled in the serene township of Kottayam, on the M.C.Road, Hotel National Park ensures hassle-free and luxurious stay in Kerala. With the Cochin International Airport in Nedumbassery located 60 km away, Hotel National Park offers convenience of arriving by air. By Railways, tourists can arrive via the Ettumanoor (2 km) and Kottayam junctions (11 km). For those arriving by port, the Nattakom Port At Kottayam is just 14 km from Hotel National Park. A few tourist attractions like the Ettumanoor temple pound, Alankar Theater, St Sebastian Church and Peroor Kavu Temple are located close to the hotel for ease of sightseeing. Also, Elaveezhapoonchira, Poonjar Palace and Kottathavalam are conveniently accessible from the hotel.Boasting its premium and four star accommodation and amenities, Hotel National park serves as a highly luxurious hotel on the land of Kottayam. This hotel bears impressive and classy ambience to suit the taste of business and leisure travellers. Featuring a well-laid out lobby and beautifully furnished rooms, Hotel National park makes the stay a comfortable one. Settling all your business requirements, the hotel boasts a well-equipped business centre that includes secretarial service, travel desk and Wi-Fi internet access.",Food &amp; Beverage:Bar|Restaurant|Coffee Shop|Business Services:Business Center|Audio Visual Equipment|LCD / Projector|Meeting Facility|Board Room|Conference Hall|Basics:Internet|Air Conditioning|Facility for Disabled Guest|Doorman|Express Check-In|Express Check-Out|Housekeeping|Complimentary Wi-Fi access|Banquet Facility|Doctor on Call|Travel:Travel Desk|Parking|Indoor Parking|Porter|Transportation Service|Valet Parking|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Dry Cleaning|No Category:Conference facilities|Business services|Front Desk|Phone Service|Recreation:Gym|Beauty Salon|Hotel Amenities:24-Hour Security|Basic Room Amenities:Wake-Up Call Service,3 Star hotel,9.669736,76.558026,Hotel National Park,Hotel,Internet / Broadband| Mini Bar| Television| Phone Line| Air Conditioning| Telephone| Ironing Board| Safe | Disabled Features | Ceiling Fan Flat Screen Television Music System Mirror Hangers Windows Open Mineral Water Free Wi-Fi Hair Dryer Satellite Television Toiletries In-Room Menu Shower In-Room Electronic Safe Guest Slippers Newspaper Refrigerator Bathtub Intercom Tea / Coffee maker Bedside Controls Bathrobe Table Lamp International Plug Point CD / DVD Player Laundry Bag Bedside Lamp Shaving Kit Express Laundry Service Marble Floor Turn Down Service | Parallel Phone Line in Bathroom | Private Bathroom Balcony / Sit Out Area Writing Desk / Study Table | Luggage Rack,Kerala
Kappad Beach,Kappad Beach,Kozhikode,"A perfect choice for business travelers and leisure vacationers, the resort makes every possible effort to delight the guests to the fullest.",Business Services:Business Center|Basics:Internet|Air Conditioning|Housekeeping|Complimentary Wi-Fi access|Banquet Facility|Doctor on Call|Food &amp; Beverage:Restaurant|Coffee Shop|Lounge|Recreation:Kids Pool|Gym|Spa|Massage Centre|Travel:Travel Desk|Free Parking|Porter|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Hotel Amenities:24-Hour Security|No Category:Free Newspaper|Front Desk|Phone Service,4 Star hotel,11.385718,75.71747,Vasco Dagama Beach Resort,Resort,Mini Bar| Safe| Telephone| Television | Air Conditioning | Private Bathroom | Balcony / Sit Out Area | Ceiling Fan Mineral Water | Toiletries,Kerala
"Ladakh, J&K",Leh,Leh,"Located in the heart of Leh, the capital city of Ladakh. Hotel Namgyal Palace is an ideal place to spend your holidays. The Hotel combines the contemporary design with classical standards of service and excellence so that you get the pleasure of living in impeccable surroundings. Lie back and be captivated by the timeless beauty of nature around you",Food &amp; Beverage:Bar|Restaurant|Business Services:Business Center|Basics:Internet|Doctor on Call|Travel:Travel Desk|Free Parking|No Category:Free Newspaper|Hairdryers,3 Star hotel,34.16993725,77.58994031,Hotel Namgyal Palace,Hotel,Television| Internet / Broadband | Telephone | Private Bathroom | Mineral Water | Toiletries,JammuandKashmir
"Light House, Kovalam Vizhinjam P O",Light House Beach,Kovalam,"Hawah Beach Resort, Kovalam, offers spectacular view of the tranquil Hawa beach straight from the resort. Spacious balconies, airy rooms and intricate furnishings add on to the pleasant experience. The relaxing ambience is complimented beautifully with the gratifying hospitality rendered by the staff. Location:Hawah Beach Resort is located at Light House, Kovalam Vizhinjam P O. Thiruvallam Parasurama temple (Approx. 7km) and Karamana river (Approx. 9km) are two attractive destinations found at the vicinity of the hotel. Dedicated to Lord Parasurama, the Thiruvallam Parasurama temple is a 2000 year old temple where devotees pray for their departed souls by taking a dip in the holy water of the temple. Other interesting places worth exploring include Aruvikkara, Hawa beach and the Lighthouse.Distance from Trivandrum International Airport: 15 km (approx.)Distance from Trivandrum Central Railway Station: 17 km (approx.)Hotel Features:The hotel is well equipped with modern facilities to take utmost care of the guests. The various basic facilities offered are internet, 24-hour front desk, 24-hour room service, travel desk, 24-hour security and doctor-on-call. Rooms:Standard non a/c room and standard a/c room are two categories of room accommodation available for the guests. The rooms have spacious balconies which offer unperturbed view of the sea. Well-maintained and neat, the rooms provide a comfortable stay. In-room features include colour television, safe and telephone. The standard a/c room is also fitted with a writing desk.",Basics:Internet|Doorman|Housekeeping|Doctor on Call|Travel:Travel Desk|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Dry Cleaning|Hotel Amenities:24-Hour Security|No Category:Front Desk,3 Star hotel,8.385036,76.98377,Hawah Beach Resort,Resort,Television| Safe | Telephone | Ceiling Fan Toiletries Mirror Hangers In-Room Menu | Satellite Television | Private Bathroom | Luggage Rack,Kerala
Kunegoan,Tungarli,Lonavala,"DELLA RESORTS & VILLASDella Resorts & Villas is located in Lonavala and spread over 43 acres. The designer resort houses 3 categories of five star resorts all under one roof, namely:DELLA ADVENTURE Executive RoomThis striking room imaginatively blurs the line between baroque and modern, structure and space, extravagance and simplicity. Ingenious design touches reflect the creative aesthetic of designer Jimmy Mistry with rich textures, ethereal accents and a sumptuous color palette.Every detail embodies thoughtful luxury with an eclectic mix of custom-designed furniture, exquisite furnishings, crisp linens, plush duvet and billowing white curtains. The bathroom embodies invigorating style and features a one-of-a-kind Chromatherapy Jacuzzi with an interactive light installation. With just a single touch you can change the lighting, choosing from a full spectrum of vibrant colors to express every mood.The result is a harmonious space that perfectly blends luxury and comfort.Complimentary use of the Swimming Pool & Fitness CentreComplimentary Yoga & Meditation classes20% off on all Spa treatments at the 24 hour Spa10% off on Laundry services, including Express LaundryOption of twin or double beds (subject to availability)Complimentary bathroom amenities Walk in shower Cubicle Chromotherapy Jacuzzi Select Cable / Satellite TV 24 hour room service Complimentary tea and coffee making facilities Comfortable sitting area Interconnecting rooms (subject to availability) Internet access Mini Bar Complimentary Packaged Drinking Water Executive Room with BalconyThis striking room imaginatively blurs the line between baroque and modern, structure and space, extravagance and simplicity. Ingenious design touches reflect the creative aesthetic of designer Jimmy Mistry with rich textures, ethereal accents and a sumptuous color palette.Every detail embodies thoughtful luxury with an eclectic mix of custom-designed furniture, exquisite furnishings, crisp linens, plush duvet and billowing white curtains. The bathroom embodies invigorating style and features a one-of-a-kind Chromatherapy Jacuzzi with an interactive light installation. With just a single touch you can change the lighting, choosing from a full spectrum of vibrant colors to express every mood. The attached balcony offers a dramatic perspective of the energetic adventure park and breathtaking natural environment of Lonavala.The result is a harmonious space that perfectly blends luxury and comfort.Complimentary use of the Swimming Pool & Fitness CentreComplimentary Yoga & Meditation classes20% off on all Spa treatments at the 24 hour Spa10% off on Laundry services, including Express LaundryOption of twin or double beds (subject to availability)Balcony for each roomComplimentary bathroom amenitiesWalk in shower CubicleChromotherapy JacuzziSelect Cable / Satellite TV24 hour room serviceComplimentary tea and coffee making facilitiesComfortable sitting areaInterconnecting rooms (subject to availability)Internet accessMini BarComplimentary Packaged Drinking WaterDELLA LUXURY RESORT (Total: 48 ROOMS)Superior RoomAn innovative twist on designer Jimmy Mistry???s aesthetic sense combines wonderful objects and furniture that unites luxury and sensual quality in this 400 square foot space. The result is a unique space that boldly blends the line between eclectic and modern. Hues of cream, red and gold captivate the guest with a sense of play made even more inviting with a panoramic view of the hills or the lawns and water body. State-of-the-art design makes for contemporary luxury to meet modern technology with details including remote controlled curtains, high-speed internet access, a stereo CD player, and flat screen television with cable channels. An in-room safe, cordless phone and easily accessible power outlets are also readily available.Moving into the Italian marble bathrooms, uncompromised living continues with a flat screen television, Chromatherapy Jacuzzi, rain shower cubicle and double sinks, complete with exclusive bath amenities and plush robes. All guests enjoy full access to the fitness center and swimming pool.Complimentary use of the Swimming Pool & Fitness CentreComplimentary Yoga & Meditation classes20% off on all Spa treatments at the 24 hour Spa10% off on Laundry services, including Express LaundryOption of twin or double beds (subject to availability) Complimentary bathroom amenities Walk in shower cubicle Chromotherapy Jacuzzi Select Cable / Satellite TV 24 hour room service Complimentary tea and coffee making facilities Comfortable sitting area Interconnecting rooms (subject to availability) Internet access Mini Bar Complimentary Packaged Drinking WaterSuperior Room with Sit OutAn innovative twist on designer Jimmy Mistrys aesthetic sense combines wonderful objects and furniture that unites luxury and sensual quality in this 400 square foot space. The result is a unique space that boldly blends the line between eclectic and modern. Hues of cream, red and gold captivate the guest with a sense of play made even more inviting with a charming private sit-out that offers a panoramic view of the hills or the lawns and water body. State-of-the-art design makes for contemporary luxury to meet modern technology with details including remote controlled curtains, high-speed internet access, a stereo CD player, and flat screen television with cable channels. An in-room safe, cordless phone and easily accessible power outlets are also readily available.Moving into the Italian marble bathrooms, uncompromised living continues with a flat screen television, Chromatherapy Jacuzzi, rain shower cubicle and double sinks, complete with exclusive bath amenities and plush robes. All guests enjoy full access to the fitness center and swimming pool.Complimentary use of the Swimming Pool & Fitness CentreComplimentary Yoga & Meditation classes20% off on all Spa treatments at the 24 hour Spa10% off on Laundry services, including Express LaundryOption of king or double beds (subject to availability)Coffee Bay outside each roomComplimentary bathroom amenitiesWalk in shower cubicleChromotherapy JacuzziSelect Cable / Satellite TV24 hour room serviceComplimentary tea and coffee making facilitiesComfortable sitting areaInterconnecting rooms (subject to availability)Internet accessMini BarComplimentary Packaged Drinking WaterCAMP DELLA RESORTLuxury TentsFeaturing 30 luxury air-conditioned tents, Camp Della Resort offers a guest experience that is intimate and discreet while providing the highest level of service. These spacious free-standing stilted tents are arranged on different levels to maximise privacy, and are elevated with an attached private patio to take advantage of the spectacular views which make for the perfect setting from their hilltop locations.The sophisticated design incorporates contemporary, luxurious living spaces for you and your family with soaring canopies draped in exquisite style, and plush wood-panelled interiors that combine a sleeping and living area which contains a large writing desk and a queen-size bed. The stately en suite bathroom is finished in oak offset with Italian black marquina, completed with a deep Jacuzzi, rain shower and closet space.Pet friendlyComplimentary use of Swimming Pool & Fitness CentreComplimentary Yoga & Meditation classes20% off on all Spa treatments at the 24 hour Spa10% off on Laundry services, including Express LaundryCoffee Bay sit out for each roomComplimentary bathroom amenitiesJacuzziSelect Cable/Satellite TV24 hour room serviceComplimentary tea and coffee making facilitiesComfortable sitting areaInternet accessMini BarComplimentary packaged drinking waterDELLA ADVENTUREThe highlight and USP for all 3 resort categories is that they are all housed in the same complex as Della Adventure, India's Largest Extreme Adventure Park, with 100 adventure activities. The park has also recently witnessed the introduction of Extreme adventure sports with the latest additions of India's first permanent Bungee Jumping and Swoop Swing activities, fully operated by New Zealand certified professional masters, and will also see the upcoming attraction of Jungle Safari to its gambit.The park timings are 9.00 am to 9.00 pm on weekdays and weekends.5 Restaurants, 3 Lounge Bars & NightclubGuests can enjoy dining from a choice of 5 restaurants, 3 lounge bars, and a nightclub.CAFE 24: 24 hour coffee shop and multi-cuisine restaurant, completed with a fully-stocked bar (unique coffee shop serving fine dining through the night).PNF Restaurant & Bar: Fine Dining Restaurant & Bar serving Indian, Malwani & Oriental.Creme Della: A pure vegetarian restaurant which specifically caters to our vegetarian and Jain guests.Carbon Cafe: A quick-service restaurant which features Bombay Chaat and fast-food options.Gaming Street: Our indoor gaming food joint serving fast-food and grills.Lobby Bar & Lounge: Housed by the reception, this tasteful space serves up an assortment of malts, cognacs and mouth-watering eats.Swimming Pool Lounge BarPNF Outdoor LoungeP18 Nightclub & Lounge (upcoming)24 Hour PhilosophyThe other highlight of the resort facility has seen the provision of a unique 24 Hour Philosophy, which endorses our guests' need for choice and schedule considerations, by keeping certain amenities available round-the-clock. These include:1. 24 hour Fine Dine Restaurant Cafe 242. 24 hour Spa with five treatment rooms3. 24 hour Swimming Pool4. 24 hour Salon5. 24 hour Fitness Centre6. 24 hour Mini Mart (upcoming)7. 24 hour Business Centre with all modern amenities8. 24 hour Ambulance parked with emergency care & nurseOther Unique Facilities1. In-House Bakery with fresh breads, desserts and cakes2. Full laundry services, including express laundry3. Fudge & Chikki Store4. Creche & Babysitting Facilities (upcoming)5. Multi Faith Temple6. Adventure Souvenir ShopBANQUETS: 20 EVENT VENUESDella Resorts & Villas offers an extensive collection of 20 versatile indoor and outdoor function spaces that can accommodate any group size from 15-1500, from the Ballroom to Boardrooms, Training Rooms to Meeting Rooms and VIP Lounges to Media Briefing Rooms. Della Resorts & Villas is proud to be home for one of the regions largest column-free Ballroom, which can be divided into 3 banquets. The combination of stunning architecture, elegance and distinctive hospitality make it the preferred location for business, pleasure and unforgettable weddings.",Food &amp; Beverage:Bar|Restaurant|Coffee Shop|Lounge|Business Services:Business Center|Audio Visual Equipment|LCD / Projector|Meeting Facility|Board Room|Conference Hall|Meeting Room|Basics:Internet|Air Conditioning|Housekeeping|Wi-Fi on Charge|Banquet Facility|Doctor on Call|Recreation:Kids Pool|Gym|Beauty Salon|Health Club|Jacuzzi|Massage Centre|Travel:Travel Desk|Parking|Bus Parking|Free Parking|Valet Parking|Personal Services:24 Hour Front Desk|24 Hour Room Service|Babysitting|Laundry|Room Service|Dry Cleaning|No Category:Conference facilities|Business services|Body Treatments|Cocktail Lounge|Free Newspaper|Front Desk|Phone Service|Hotel Amenities:24-Hour Security|Catering Service,5 Star hotel,18.779389,73.389541,Della Resorts,Resort,Air Conditioning| Telephone | Hot Water | Flat Screen Television,Maharashtra
"Manikaran Road, Hathithan Bhuntar, District Kullu",Bhuntar,Kullu,"Hotel New Horizon, Kullu, greets its guests with a serene atmosphere in the holy town of Himachal Pradesh. Close to the banks of Beas and Parvati rivers, this hotel offers necessary amenities and well-appointed rooms that make the stay comfortable. Further, fine food and proximity to the airport makes it more appealing amongst the leisure travellers.Location:Hotel New Horizon is located at Manikaran road, Hathithan Bhuntar. Raghunath Temple (Approx. 9km) and Radhe Krishna Temple (Approx. 1km) are some of the places of visit that surround the hotel. One can seek blessings from Lord Rama who has been showcased on the chariot at Raghunath temple. Other prominent attractions to explore in Kullu are Bijli Mahadev Temple, Prashar Lake and Tabo Monastery.Kullu Manali Airport: 3 km (approx.)Joginder Nagar Railway Station: 116 km (approx.)Hotel Features:Hotel New Horizon provides essential amenities to the patrons like room service, 24-hour front desk, parking, travel desk, 24-hour security and doctor on call. The in-house restaurant serves tempting food which guests can savour during the stay.Rooms:Guests can opt to stay in standard, deluxe and super deluxe rooms at Hotel New Horizon. These rooms with simple interiors give out a sense of warmth and comfort. Attached with a balcony one can enjoy a panoramic view of lush greenery and scenic mountains during the stay.",Food &amp; Beverage:Restaurant|Travel:Travel Desk|Parking|Free Parking|Transportation Service|Personal Services:24 Hour Front Desk|Laundry|Room Service|Hotel Amenities:24-Hour Security|Basics:Doorman|Housekeeping|Doctor on Call|No Category:Free Newspaper|Front Desk|Phone Service|Basic Room Amenities:Wake-Up Call Service,3 Star hotel,31.900703,77.150985,Hotel New Horizon,Hotel,Luggage Rack| Private Bathroom | Writing Desk / Study Table | Television Phone Line | Telephone | Hangers Newspaper Intercom | Laundry Bag,HimachalPradesh
LAVA MOTOR STAND,Lava Motor Stand,Lava,"Sinchula Retreat, Lava has rustic log cabin like accommodations overlooking the beautiful surrounding greenery. The hotel is set amidst wet Alpine trees of fir, birch and pine and is isolated from the maddening crowd and rush of city life. Cut off from established cities or towns, the hotel is a great destination for people who love vacationing amidst nature.Location: Sinchula Retreat is located at Lava Motor Stand, Lava. Tucked in the mountains, some of the places worth visiting include the Belur Math Temple (Approx. 7 km) and Nakhoda Masjid (Approx. 9 km). A small village, Lava is located in the district of Darjeeling in the state of West Bengal and is popular for its natural beauty and adventure activities. Other famous places to visit include the Changey Falls, Tiffindara and Lava Jamgon Kongtrul Monastery.Distance from Kolkata Railway Terminus: Approx. 6kmsDistance from Netaji Subhas Chandra Bose International Airport: Approx. 12kmsHotel Features: The beautiful and rustic Sinchula Retreat offers the best in hospitality and is one of the famous accommodations of Darjeeling. Known for its exotic and breathtaking views, it is surrounded by amazing natural beauty, including lakes, forests and mountains. The hotel offers basic amenities like room service, front desk, security and doctor-on-call. Business travellers are ensured with conference facilities, business services, meeting rooms for a stress-free stay. The in-house restaurant serves delectable food to the guests during the stay. Rooms: The rooms are warm, comfortable and spacious with a door opening out onto a balcony that overlooks the beautiful green forest and mountains. The wood finishing on the walls as well as wooden flooring gives it a truly rustic appearance and a charm of its own. Sinchula Retreat offers four bed, double bed and three bed deluxe rooms with basic amenities such as colour television and in-room menu.",Food &amp; Beverage:Restaurant|Personal Services:24 Hour Front Desk|Laundry|Room Service|No Category:Conference facilities|Front Desk|Phone Service|Travel:Parking|Outdoor Parking|Transportation Service|Basics:Non-Smoking Rooms|Doorman|Housekeeping|Doctor on Call|Hotel Amenities:24-Hour Security|Business Services:Meeting Room,1 Star hotel,22.647685,88.381034,Sinchula Retreat,,Television | Private Bathroom Balcony / Sit Out Area Luggage Rack | Sofa | Ceiling Fan Toiletries Flat Screen Television Mirror Hangers In-Room Menu | Wooden Floor,WestBengal
